dt,BTC-USDT,ETH-USDT,DOT-USDT,OKB-USDT,XRP-USDT,SOL-USDT,TRX-USDT,LTC-USDT,TON-USDT
2023-01-03 19:00:00,0.016653497475737657,0.05594329151390802,0.07849039129428118,0.1745944807246683,-0.026963460730785458,0.34446008445606274,0.017952989080140636,0.13149302463639062,0.08353688324377127
2023-01-04 19:00:00,0.013682886764183898,0.040196151892832634,0.055594002306804995,0.11770540585220693,-0.017099210138008768,0.41709292412617216,-0.009192866335723486,0.11046424839528297,0.0405534351145038
2023-01-05 19:00:00,0.017247210010145328,0.05669801218124622,0.08830382106244186,0.06908669781558247,-0.005211400306206554,0.3778984750365574,-0.03637370753323485,0.10911235623709829,0.03421686746987938
2023-01-06 19:00:00,0.020868108492470443,0.05142291964493491,0.0677810854133273,0.027579162410623054,0.002587434950722452,0.30648813626070687,-0.050605060506050584,0.08360679126836923,-0.013308857273978852
2023-01-07 19:00:00,0.02664919442498629,0.06481233915978758,0.09518322194053914,-0.020894213909994255,0.018316214451107312,0.4065700091250127,-0.034834944373518056,0.09070230309923223,-0.049956178790534565
2023-01-08 19:00:00,0.03207996988581714,0.09594762018067104,0.12002667259390977,-0.08743925485961127,0.011990885787524897,0.541381792011515,-0.003796781775447386,0.10271420968600319,0.02969392416628595
2023-01-09 19:00:00,0.038616033957648996,0.10054294012806118,0.09066725781423184,-0.06528962422498552,0.019479385045422702,0.24240801652260388,-0.01445608962775573,0.08263023972144103,0.009376465072667612
2023-01-10 19:00:00,0.028412596706060906,0.05364835917405267,0.04057535422928296,-0.021736791133111003,0.0629028545119705,0.1533054142985343,-0.0029090909090909167,0.059942287513116574,-0.04238052299368795
2023-01-11 19:00:00,0.07361085553847332,0.10920529218258496,0.10817307692307696,0.0422274811418429,0.08112563287413155,0.20048127537975638,0.04230840601224712,0.11789218981045833,-0.010087116001834132
2023-01-12 19:00:00,0.14335581306990877,0.12558489370967113,0.13102119460500966,0.09999626461469499,0.10660905081836208,0.27372650090964223,0.10289327457367312,0.13121510236639197,0.013979496738117544
2023-01-13 19:00:00,0.22712944926509646,0.2060267345438449,0.31074415612266776,0.18154038730579503,0.14281157571188313,0.6826676714393369,0.1973735032831209,0.16682027649769587,0.06186046511627907
2023-01-14 19:00:00,0.23014075725402763,0.22120039861582996,0.2678872053872055,0.1768765855842413,0.1325540040229718,0.7079218626108268,0.17857142857142858,0.15250260688216896,0.04981549815498139
2023-01-15 19:00:00,0.21536831623555555,0.1599874226078624,0.1436793014487002,0.16197625827447207,0.08522135599898673,0.34720438893428257,0.1250453720508167,0.04005791505791515,0.01996450754214726
2023-01-16 19:00:00,0.22240052644642883,0.1782466242305645,0.22073170731707323,0.1709238831678089,0.10558935252620456,0.4324590567664079,0.1386138613861387,0.067911924789708,0.07570831398049224
2023-01-17 19:00:00,0.21349248014030156,0.1714255483168825,0.20177429337734676,0.17284493821728444,0.03362391033623907,0.4123978731682012,0.10284463894967176,0.05073629501299337,0.10122410546139353
2023-01-18 19:00:00,0.15410686246323282,0.1062540138400814,0.13172944192466973,0.08944156673525867,0.06439228926159879,0.3196567276371836,0.05821612960655158,0.0033670033670033807,0.032885595182955155
2023-01-19 19:00:00,0.0979303827701511,0.09962930919270989,0.10789324247586586,0.053076609616951875,0.050496135226938424,0.2751294411712193,0.05542043085476022,-0.0036432013162534054,0.013786764705882262
2023-01-20 19:00:00,0.10622546755945506,0.07921161988909711,0.00572643979057594,0.11853052067429018,0.03587830808657478,0.13059250302297462,0.002419354838709635,0.0010155721056193771,0.00481822163819541
2023-01-21 19:00:00,0.08963109952901235,0.05069684060373582,0.0463070539419087,0.17470280551592948,0.04388674388674391,0.05334683886215917,-0.0017636684303350806,0.0028274146120787153,-0.003514938488576453
2023-01-22 19:00:00,0.08858064239543104,0.04597819843426293,0.13604025681068885,0.1327456159893065,0.09323374568842563,0.047264220421955605,-0.003548959509598401,0.04907192575406037,-0.011309264897781559
2023-01-23 19:00:00,0.08270488513210406,0.03108475288098702,0.07958707958707954,0.10813433069387494,0.08760010333247222,0.05226510788274741,0.0019323671497583753,0.039962932931773464,-0.0030224525043176485
2023-01-24 19:00:00,0.07337364747941513,-0.00392268187566126,0.05871244635193126,0.09925907399881205,0.06286013619696182,0.07129740152419432,0.001818783068783052,0.028265221999764525,-0.037622915775972675
2023-01-25 19:00:00,0.09975998965224855,0.03728442090432338,0.11622233838647845,0.15634871527664707,0.046632389430332856,0.1510893814971282,0.03448855989232845,0.05201342281879199,0.0573991031390135
2023-01-26 19:00:00,0.08502437847883956,0.00823253225527894,0.09516487271484715,0.15275224920189606,0.034829544007943504,0.11248016428638105,0.027654320987654336,0.0312573720217033,0.11559383499546687
2023-01-27 19:00:00,0.0007087850207201304,-0.04133591657505873,0.047665527899788535,0.0802295456444829,0.0018860992039191498,-0.042859972271737004,0.004827031375703969,-0.008567241573666904,0.1089799476896251
2023-01-28 19:00:00,0.032508337721607834,-0.014377358259795373,0.04219543147208122,0.06811312607944735,0.01587966958451486,-0.010818174533215786,0.017828461291358705,0.07499718055712182,0.08333333333333337
2023-01-29 19:00:00,0.014155752661587806,-0.022163673048800847,-0.040171070719413456,0.06759946055293321,-0.051359301608388294,0.00835608505005385,0.013922616156710484,0.01946256773194726,0.03299604047514287
2023-01-30 19:00:00,0.008518006446294657,-0.0193969241403144,-0.0320789636027144,0.07368807546743494,-0.04493955012945059,-0.01601176374479207,0.0067502410800386325,0.05758520828692361,-0.0030316154179298904
